ID,Work Item Type,Title,State,Description
"70433","Requirement","Manage Elections, Manage Polling Places, Post Location History : ( F1.301 | Medium )","New","The Solution shall track the location history (e.g., location contacted, location declined to serve, location used in an election, location not to be used in future elections, etc.)"
"70434","Requirement","Manage Elections, Manage Polling Places, Post Location History : ( F1.302 | Medium )","New","The Solution shall provide authorized users the ability to add comments to location records."
"70435","Requirement","Manage Elections, Manage Polling Places, Post Location History : ( F1.303 | Medium )","New","The Solution shall provide authorized users the ability to Print comments for location records selected."
"70436","Requirement","Manage Elections, Manage Polling Places, Post Location History : ( F1.304 | Medium )","New","The Solution shall have the ability to track which locations were used in specific geographic boundaries (e.g., by county, by service area, etc.) for each election."
"70437","Requirement","Manage Elections, Manage Polling Places, Search for location : ( F1.305 | Medium )","New","The Solution shall provide the ability to search for poll locations and display a list location(s) that match the search criteria."
"70438","Requirement","Manage Elections, Manage Ballots, Receive Ballot by Mail Ballot (ASR , OCR): ( F1.409 | Medium )","New","The Solution shall be able to interface with mail ballot Automated Signature Recognition (ASR) machines to verify voter signatures from the Ballot by Mail ballot envelope against the signature in the voter record."
"70439","Requirement","Manage Elections, Manage Petitions, Petitions General Requirements : ( F1.428 | Medium )","New","The Solution shall include an online portal for the public to use in the petitions process."
"70440","Requirement","Manage Elections, Manage Petitions, Petitions General Requirements : ( F1.429 | Medium )","New","The Solution shall allow authorized users to enter an application for petition."
"70441","Requirement","Manage Elections, Manage Petitions, Petitions General Requirements : ( F1.430 | Medium )","New","The Solution shall include (but not be limted to) the following items on the receipt for an application for petition: the disposition of the application (accepted or rejected), the date of the application, the number of signatures required for the petition, the deadline for filing circulated petitions, and the transaction number issued for the petition."
"70442","Requirement","Manage Elections, Manage Petitions, Petitions General Requirements : ( F1.431 | Medium )","New","The Solution shall allow authorized users to save formatted templates of cover sheets and signature sheets to be printed."
"70443","Requirement","Manage Elections, Manage Petitions, Petitions General Requirements : ( F1.432 | Medium )","New","The Solution shall allow authorized users to enter the title, short title and text of the petition."
"70444","Requirement","Manage Elections, Manage Petitions, Petitions General Requirements : ( F1.433 | Medium )","New","The Solution shall determine the deadline for filing the circulated petitions based on the date of the next election."
"70445","Requirement","Manage Elections, Manage Petitions, Petitions General Requirements : ( F1.434 | Medium )","New","The Solution shall allow authorized users to modify the filing deadline of circulated petitions."
"70446","Requirement","Manage Elections, Manage Petitions, Petitions General Requirements : ( F1.435 | Medium )","New","The Solution shall allow authorized users to create and modify the number of signatures required for petitions."
"70447","Requirement","Manage Elections, Manage Petitions, Petitions General Requirements : ( F1.436 | Medium )","New","The Solution shall allow authorized users to enter in the information fields which may be provided on the applications for petition."
"70448","Requirement","Manage Elections, Manage Petitions, Petitions General Requirements : ( F1.437 | Medium )","New","The Solution shall allow authorized users to scan and attach any maps, charts or other graphics provided with the application for petition."
"70449","Requirement","Manage Elections, Manage Petitions, Petitions General Requirements : ( F1.438 | Medium )","New","The Solution shall allow authorized users to indicate the type of petition being entered, either by manual input or directly obtained from the scanned application."
"70450","Requirement","Manage Elections, Manage Petitions, Petitions General Requirements : ( F1.439 | Medium )","New","The Solution shall allow authorized users to issue a notice to the applicant of application for petition."
"70451","Requirement","Manage Elections, Manage Petitions, Petitions General Requirements : ( F1.440 | Medium )","New","The Solution shall provide an option for authorized users to process an application for a petition."
"70452","Requirement","Manage Elections, Manage Petitions, Petitions General Requirements : ( F1.441 | Medium )","New","The Solution shall be able to record a scanned copy of a paper application for petition."
"70453","Requirement","Manage Elections, Manage Petitions, Petitions General Requirements : ( F1.442 | Medium )","New","The Solution shall record the date of the petition application."
"70454","Requirement","Manage Elections, Manage Petitions, Petitions General Requirements : ( F1.443 | Medium )","New","The Solution shall create a unique transaction number for the petition application filed."
"70455","Requirement","Manage Elections, Manage Petitions, Petitions General Requirements : ( F1.444 | Medium )","New","The Solution shall allow the unique transaction number and the Petition status to be auto-filled in Notice and petition receipt templates."
"70456","Requirement","Manage Elections, Manage Petitions, Petitions General Requirements : ( F1.445 | Medium )","New","The Solution shall allow the unique transaction number and the petition status to be searchable to authorized users, as well as to the Chief Petitioners through the online portal."
"70457","Requirement","Manage Elections, Manage Petitions, Petitions General Requirements : ( F1.446 | Medium )","New","The Solution shall allow authorized users to indicate if the application for petition is approved."
"70458","Requirement","Manage Elections, Manage Petitions, Petitions General Requirements : ( F1.447 | Medium )","New","The Solution shall allow authorized users to create, maintain &amp; view a list of registered paid circulators."
"70459","Requirement","Manage Elections, Manage Petitions, Petitions General Requirements : ( F1.448 | Medium )","New","The Solution shall allow authorized users to view a list of volunteer circulators and contacts."
"70460","Requirement","Manage Elections, Manage Petitions, Create Random Sample for Signature Verification : ( F1.449 | Medium )","New","The Solution shall allow authorized users to create and modify a deadline after the receipt of signature sheets to select a random sample of signature lines to be processed, based on adjustable configurable values (e.g., 5% random sample to be selected in 20 business days)."
"70461","Requirement","Manage Elections, Manage Petitions, Create Random Sample for Signature Verification : ( F1.450 | Medium )","New","The Solution shall allow authorized users to create a random sample for signature verification for a specific petition with a percentage of the total number of remaining eligible signatures for verification."
"70462","Requirement","Manage Elections, Manage Petitions, Create Random Sample for Signature Verification : ( F1.451 | Medium )","New","The Solution shall allow authorized users to view the randomly selected signature lines for verification."
"70463","Requirement","Manage Elections, Manage Petitions, Create Random Sample for Signature Verification : ( F1.452 | Medium )","New","The Solution shall record what sheet number and line number have been randomly selected for verification."
"70464","Requirement","Manage Elections, Manage Petitions, Receive Petition & Signature Logs : ( F1.453 | Medium )","New","The Solution shall allow authorized users to record key information from any communication with petitioners regarding a specific petition, including but not limited to: approximate date of when petition sheets will be delivered, the number of sheets and signature lines in each batch."
"70465","Requirement","Manage Elections, Manage Petitions, Receive Petition & Signature Logs : ( F1.454 | Medium )","New","The Solution shall allow authorized users to select and receive the specific petition that was previously created in the system."
"70466","Requirement","Manage Elections, Manage Petitions, Receive Petition & Signature Logs : ( F1.455 | Medium )","New","The Solution shall be able to record a scanned copy of a petition, including all signature logs as submitted."
"70467","Requirement","Manage Elections, Manage Petitions, Receive Petition & Signature Logs (OCR) : ( F1.456 | Medium )","New","The Solution shall be able to recognize characters, signatures and addresses on scanned copies of circulated petitions along with the associated completed signature logs and record the information in a structured format as if the information was entered by an authorized user into the system."
"70468","Requirement","Manage Elections, Manage Petitions, Receive Petition & Signature Logs : ( F1.457 | Medium )","New","The Solution shall allow authorized users to record the date the petition was filed and generate a receipt of the filing with this information and the number of pages."
"70469","Requirement","Manage Elections, Manage Petitions, Receive Petition & Signature Logs : ( F1.458 | Medium )","New","The Solution shall allow authorized users to assign sheet number to all the initial signature log sheets received."
"70470","Requirement","Manage Elections, Manage Petitions, Receive Petition & Signature Logs : ( F1.459 | Medium )","New","The Solution shall allow authorized users to update the status of the petition."
"70471","Requirement","Manage Elections, Manage Petitions, Receive Petition & Signature Logs : ( F1.460 | Medium )","New","The Solution shall allow authorized users to enter the total number of petition sheets received."
"70472","Requirement","Manage Elections, Manage Petitions, Receive Petition & Signature Logs : ( F1.461 | Medium )","New","The Solution shall allow authorized users to select the type of signature sheets and parameters required (i.e., minimum and maximum number of signatures)."
"70473","Requirement","Manage Elections, Manage Petitions, Receive Petition & Signature Logs : ( F1.462 | Medium )","New","The Solution shall have the ability to count the number of signature lines and determine if the total falls within the required parameters."
"70474","Requirement","Manage Elections, Manage Petitions, Receive Petition & Signature Logs : ( F1.463 | Medium )","New","The Solution shall allow authorized users to determine the parameters for disqualification."
"70475","Requirement","Manage Elections, Manage Petitions, Receive Petition & Signature Logs : ( F1.464 | Medium )","New","The Solution shall be capable of determining whole sheets to be disqualified."
"70476","Requirement","Manage Elections, Manage Petitions, Receive Petition & Signature Logs : ( F1.465 | Medium )","New","The Solution shall allow authorized users to view scanned images of the signature sheets and any automatic determination made by the system regarding each sheet."
"70477","Requirement","Manage Elections, Manage Petitions, Receive Petition & Signature Logs : ( F1.466 | Medium )","New","The Solution shall update the number of remaining petition sheets based on the sheets that have been disqualified."
"70478","Requirement","Manage Elections, Manage Petitions, Receive Petition & Signature Logs : ( F1.467 | Medium )","New","The Solution shall allow authorized users to disqualify petition sheets, indicate the specific sheet number disqualified and a reason for sheet disqualification."
"70479","Requirement","Manage Elections, Manage Petitions, Receive Petition & Signature Logs : ( F1.468 | Medium )","New","The Solution shall be capable of determining signature lines to be disqualified on remaining sheets."
"70480","Requirement","Manage Elections, Manage Petitions, Receive Petition & Signature Logs : ( F1.469 | Medium )","New","The Solution shall allow authorized users to view scanned images of each signature line of the remaining sheets and any automatic determination made by the system regarding each signature line."
"70481","Requirement","Manage Elections, Manage Petitions, Receive Petition & Signature Logs : ( F1.470 | Medium )","New","The Solution shall allow authorized users to select a disqualification reason from a common list of values or enter a reason that is not listed inside a freeform text field."
"70482","Requirement","Manage Elections, Manage Petitions, Receive Petition & Signature Logs : ( F1.471 | Medium )","New","The Solution shall identify the remaining signature lines of eligible electors after determining the whole sheets and signature lines on remaining sheets that are disqualified."
"70483","Requirement","Manage Elections, Manage Petitions, Receive Petition & Signature Logs : ( F1.472 | Medium )","New","The Solution shall allow authorized users to indicate the number of remaining signature lines and disqualified signature lines per sheet."
"70484","Requirement","Manage Elections, Manage Petitions, Receive Petition & Signature Logs : ( F1.473 | Medium )","New","The Solution shall determine the total number of remaining signatures for the petition from all the remaining sheets."
"70485","Requirement","Manage Elections, Manage Petitions, Receive Petition & Signature Logs : ( F1.474 | Medium )","New","The Solution shall compare the total number of signatures remaining to the number required for the petition."
"70486","Requirement","Manage Elections, Manage Petitions, Receive Petition & Signature Logs : ( F1.475 | Medium )","New","The Solution shall support management of signatures and associated business rules related to the number of signatures and petitions."
"70487","Requirement","Manage Elections, Manage Petitions, Receive Petition & Signature Logs : ( F1.476 | Medium )","New","The Solution shall allow authorized users to indicate in the system that specific signature lines are disqualified, remove the specific lines from further processing and indicate a reason for signature line disqualification."
"70488","Requirement","Manage Elections, Manage Petitions, Receive Petition & Signature Logs : ( F1.477 | Medium )","New","The Solution shall allow authorized users to enter and record any other notes applicable to the processing of the petition or signature logs in a freeform text field to track historical comments."
"70489","Requirement","Manage Elections, Manage Petitions, Receive Petition & Signature Logs : ( F1.478 | Medium )","New","The Solution shall record the date and time of comments and notes entered by authorized users in the text field."
"70490","Requirement","Manage Elections, Manage Petitions, Receive Petition & Signature Logs : ( F1.479 | Medium )","New","The Solution shall provide a list of common disqualification reasons."
"70491","Requirement","Manage Elections, Manage Petitions, Receive Petition & Signature Logs : ( F1.480 | Medium )","New","The Solution shall allow authorized users to indicate the petition sheets that have been reviewed and are ready for the creation of random sample of eligible signatures."
"70492","Requirement","Manage Elections, Manage Petitions, Receive Petition & Signature Logs : ( F1.481 | Medium )","New","The Solution shall determine when the likely number of remaining valid signatures is less than the number required for the petition, and deem the petition as not having a sufficient number of signatures for the matter to be placed on the ballot."
"70493","Requirement","Manage Elections, Manage Petitions, Receive Petition & Signature Logs : ( F1.482 | Medium )","New","The Solution shall allow authorized users to generate a Notice to the Chief Petitioner(s) of the insufficient number of signatures required for the petition."
"70494","Requirement","Manage Elections, Manage Petitions, Receive Petition & Signature Logs : ( F1.483 | Medium )","New","The Solution shall allow authorized users to have the option to bypass the random signature sample"
"70495","Requirement","Manage Elections, Manage Petitions, Record Signature Verification Findings : ( F1.484 | Medium )","New","The Solution shall allow authorized users to verify signature lines."
"70496","Requirement","Manage Elections, Manage Petitions, Record Signature Verification Findings : ( F1.485 | Medium )","New","The Solution shall allow authorized users to indicate that a signature verification is pending based on a review."
"70497","Requirement","Manage Elections, Manage Petitions, Record Signature Verification Findings : ( F1.486 | Medium )","New","The Solution shall allow authorized users to certify or finalize the results of their line item signature verification."
"70498","Requirement","Manage Elections, Manage Petitions, Record Signature Verification Findings : ( F1.487 | Medium )","New","The Solution shall allow authorized users to record and report on signature line verification findings based on business rules."
"70499","Requirement","Manage Elections, Manage Petitions, Record Signature Verification Findings : ( F1.488 | Medium )","New","The Solution shall allow authorized users to update the voter registration record of the signer with the history that they signed the given petition if the signature line is verified."
"70500","Requirement","Manage Elections, Manage Petitions, Record Signature Verification Findings : ( F1.489 | Medium )","New","The Solution shall allow authorized users to generate a Notice to the Chief Petitioner(s) or Candidate informing the signature verification findings."
"70501","Requirement","Manage Elections, Manage Petitions, Record Signature Verification Findings : ( F1.490 | Medium )","New","The Solution shall allow authorized users to lock down petitions after the challenge period has been completed and the jurisdiction has certified the petition for local petitions."
"70502","Requirement","Manage Elections, Manage Petitions, Close Petition & Report Findings : ( F1.491 | Medium )","New","The Solution shall determine the percentage of signatures found to be invalid from the random sample."
"70503","Requirement","Manage Elections, Manage Petitions, Close Petition & Report Findings : ( F1.492 | Medium )","New","The Solution shall apply the percentage of signatures found to be invalid from the random sample to the signatures for verification and determine the number of signatures for the whole petition that are likely valid."
"70504","Requirement","Manage Elections, Manage Petitions, Close Petition & Report Findings : ( F1.493 | Medium )","New","The Solution shall allow authorized users to determine the final disposition of a petition."
"70505","Requirement","Manage Elections, Manage Petitions, Close Petition & Report Findings : ( F1.494 | Medium )","New","The Solution shall allow authorized users to close or finalize a petition and report the results."
"70506","Requirement","Manage Elections, Manage Petitions, Close Petition & Report Findings : ( F1.495 | Medium )","New","The Solution shall determine if the petition has a sufficient number of signatures for the matter to be placed on the ballot based on business rules."
"70507","Requirement","Manage Elections, Manage Petitions, Close Petition & Report Findings : ( F1.496 | Medium )","New","The Solution shall generate a notice to the Chief Petitioner(s) or political committee that applied for the petition with the final counts and results of the signature verification as compared to the number of signatures required for the petition and final disposition of the petition."
"70508","Requirement","Manage Elections, Manage Petitions, Manage Initiatives and Referendums : ( F1.497 | Medium )","New","The Solution shall allow authorized users to indicate that elements required for Campaign Finance activities/tracking have been setup in the Solution."
"70509","Requirement","Manage Elections, Manage Petitions, Manage Initiatives and Referendums : ( F1.498 | Medium )","New","The Solution shall allow authorized users to indicate if the application for petition is approved for circulation."
"70510","Requirement","Manage Elections, Manage Petitions, Manage Initiatives and Referendums : ( F1.499 | Medium )","New","The Solution shall determine the deadline for filing the circulated Initiative and Referendum petitions based on the date of the next election."
"70511","Requirement","Manage Elections, Manage Petitions, Manage Initiatives and Referendums : ( F1.500 | Medium )","New","The Solution shall determine the number of signatures required for the Initiative or Referendum."
"70512","Requirement","Manage Elections, Manage Petitions, Manage Initiatives and Referendums : ( F1.501 | Medium )","New","The Solution shall have the ability to query the system to verify the appropriate campaign finance account for the petition has been established."
"70513","Requirement","Manage Elections, Manage Petitions, Manage Initiatives and Referendums : ( F1.502 | Medium )","New","The Solution shall provide an option for authorized users to process an application for a petition and to specify an Initiative or Referendum petition type."
"70514","Requirement","Manage Elections, Manage Petitions, Manage Referrals : ( F1.503 | Medium )","New","The Solution shall provide an option for authorized users to process an application for a petition and to specify a referral petition type."
"70515","Requirement","Manage Elections, Manage Petitions, Manage Referrals : ( F1.504 | Medium )","New","The Solution shall record the date of the Referral application, whether it is in the form of a ballot title request or referral text."
"70516","Requirement","Manage Elections, Manage Petitions, Manage Referrals : ( F1.505 | Medium )","New","The Solution shall allow County Staff to approve a Referral and assign a measure number and add a date of election."
"70517","Requirement","Manage Elections, Manage Petitions, Manage Referrals : ( F1.506 | Medium )","New","The Solution shall allow County Staff to assign a pending status to a Referral"
"70518","Requirement","Manage Elections, Manage Petitions, Manage Referrals : ( F1.507 | Medium )","New","The Solution shall allow the County Staff to indicate that the application is for a County Referral, based on information entered by the Staff or directly obtained from the scanned application."
"70519","Requirement","Manage Elections, Manage Petitions, Manage Referrals : ( F1.508 | Medium )","New","The Solution shall allow the County Staff to scan and attach to the Referral any maps, charts or other graphics provided with the application for petition."
"70520","Requirement","Manage Elections, Manage Petitions, Manage Referrals : ( F1.509 | Medium )","New","The Solution shall allow the Referral to be pulled into an election based on the entered date of election."
"70521","Requirement","Manage Elections, Manage Petitions, Manage Referrals : ( F1.510 | Medium )","New","The Solution shall allow authorized users to email the referral text to the Referral filer."
"70522","Requirement","Manage Elections, Manage Petitions, Manage Referrals : ( F1.511 | Medium )","New","The Solution shall determine the deadline for receipt of the ballot title."
"70523","Requirement","Manage Elections, Manage Petitions, Manage Referrals : ( F1.512 | Medium )","New","The Solution shall allow the County Staff to create and modify the deadlines of ballot titles."
"70524","Requirement","Manage Elections, Manage Petitions, Manage Referrals : ( F1.513 | Medium )","New","The Solution shall determine the deadline for requested circuit court review requests."
"70525","Requirement","Manage Elections, Manage Petitions, Manage Referrals : ( F1.514 | Medium )","New","The Solution shall allow the County Staff to create and modify the deadlines of requested circuit court review requests."
"70526","Requirement","Manage Elections, Manage Petitions, Manage Referrals : ( F1.515 | Medium )","New","The Solution shall allow the County Staff to enter the title, short title and text of the referral petition."
"70527","Requirement","Manage Elections, Manage Petitions, Manage Referrals : ( F1.516 | Medium )","New","The Solution shall allow the County Staff to indicate if the ballot title is approved for publication."
"70528","Requirement","Manage Elections, Manage Petitions, Manage Referrals : ( F1.517 | Medium )","New","The Solution shall allow County Staff to assign a reason code and deadline for the duration of the publication."
"70529","Requirement","Manage Elections, Manage Petitions, Recall Petitions : ( F1.518 | Medium )","New","The Solution shall be able to set a pending disposition for the recall and set a deadline for the Public Official resignation before processing further if a sufficient number of signatures have been submitted for a recall."
"70530","Requirement","Manage Elections, Manage Petitions, Recall Petitions : ( F1.519 | Medium )","New","The Solution shall provide an option for authorized users to process an application for a petition and to specify a Recall petition type."
"70531","Requirement","Manage Elections, Manage Petitions, Recall Petitions : ( F1.520 | Medium )","New","The Solution shall include on the receipt for an application for petition: the disposition of the application (approved or not), the date of the application, the number of signatures required for the petition, the deadline for filing circulated petitions, and the transaction number issued for the referral petition.."
"70532","Requirement","Manage System, Manage Election Plans : ( F1.636 | High )","New","The Solution shall be able to update an election status (e.g., active, inactive)"
"70533","Requirement","Manage System, Manage Election Plans : ( F1.637 | High )","New","The Solution shall validate updated election information based on business rules.."
"70534","Requirement","Manage System, Manage Jurisdictions & Districts, GIS - Jurisdictions & Districts Data : ( F1.639 | High )","New","The Solution shall allow authorized users to manage geographic information based on street file formats, including uploading street files to make updates and downloading geographic information in a street file format."
"70535","Requirement","Manage System, Manage Jurisdictions & Districts, Manage Districts : ( F1.644 | High )","New","The Solution shall display a summary of districts including: information that has been uploaded or modified, date, time and authorized user that uploaded or modified data."
"70536","Requirement","Manage Elections, Manage Petitions, Recall Petitions : ( F1.521 | Medium )","New","The Solution shall allow authorized users to enter in the information which may be provided on the Recall applications for petition."
"70537","Requirement","Manage System, Manage Jurisdictions & Districts, Manage Districts : ( F1.646 | High )","Active","The Solution shall allow authorized users to define all the counties associated with that district."
"70538","Requirement","Manage System, Manage Jurisdictions & Districts, Manage Districts : ( F1.647 | High )","New","The Solution shall allow authorized users to define a rank or order for the districts."
"70539","Requirement","Manage System, Manage Jurisdictions & Districts, Manage Districts : ( F1.648 | High )","New","The Solution shall allow authorized users to stage the creation or modification of districts prior to implementing changes."
"70540","Requirement","Manage System, Manage Jurisdictions & Districts, Manage Districts : ( F1.649 | High )","New","The Solution shall be able to capture county and precinct chairs."
"70541","Requirement","Manage System, Manage Jurisdictions & Districts, Manage Geographic Data : ( F1.650 | High )","New","The Solution shall display a summary of geographic information including but not limited to: information that has been uploaded or modified, date, time and authorized user that uploaded or modified data."
"70542","Requirement","Manage System, Manage Jurisdictions & Districts, Manage Geographic Data : ( F1.651 | High )","New","The Solution shall be able to track Census block track."
"70543","Requirement","Manage System, Manage Jurisdictions & Districts, Manage Geographic Data : ( F1.652 | High )","New","The Solution shall allow authorized users to export data in a selected format such as, but not limited to, .csv, .txt, .xlsx, .pdf, etc."
"70544","Requirement","Manage System, Manage Jurisdictions & Districts, Manage Geographic Data : ( F1.653 | High )","New","The Solution shall validate that all the geographic information in an election includes all the precincts defined for an election."
"70545","Requirement","Manage System, Manage Jurisdictions & Districts, Manage Geographic Data : ( F1.654 | High )","New","The Solution shall able to be identify address type (e.g., commercial, residential) based on County information."
"70546","Requirement","Manage System, Manage Jurisdictions & Districts, Manage Geographic Data : ( F1.655 | High )","New","The Solution shall be able to validate zip codes against valid zip codes including plus 4 zip codes."
"70547","Requirement","Manage System, Manage Jurisdictions & Districts, Manage Precincts : ( F1.657 | High )","New","The Solution shall allow County Staff to manage precincts and precinct parts or sub-parts, including the ability to create, separate, or merge precincts / precinct parts in the system, and add, copy, or remove districts."
"70548","Requirement","Manage System, Manage Jurisdictions & Districts, Manage Precincts : ( F1.658 | High )","New","The Solution shall display a summary of precincts in the system including but not limited to: number of precincts by County, number of voters by status, information that has been uploaded or modified, date, time and authorized user that uploaded or modified data."
"70549","Requirement","Manage System, Manage Jurisdictions & Districts, Manage Precincts : ( F1.659 | High )","New","The Solution shall allow County Staff to define precinct name, type and any associated jurisdictions or districts."
"70550","Requirement","Manage System, Manage Jurisdictions & Districts, Manage Precincts : ( F1.660 | High )","New","The Solution shall allow County Staff to define and update the geographical boundaries of a precinct."
"70551","Requirement","Manage System, Manage Jurisdictions & Districts, Manage Precincts : ( F1.661 | High )","New","The Solution shall allow County Staff to associate ballot drop sites to precincts."
"70552","Requirement","Manage System, Manage Jurisdictions & Districts, Manage Precincts : ( F1.662 | High )","New","The Solution shall validate that all the precincts included in an election cover all the geographic area for an election."
"70553","Requirement","Manage System, Manage Jurisdictions & Districts, Manage Precincts : ( F1.663 | High )","New","The Solution shall allow for voter registration and ballot tally information to be reported by precincts."
"70554","Requirement","Manage System, Manage Jurisdictions & Districts, Manage Precincts : ( F1.664 | High )","New","The Solution shall allow County Staff to indicate a precinct status (inactive, active, archive, etc.)."
"70555","Requirement","Manage System, Manage Jurisdictions & Districts, Manage Precincts : ( F1.665 | High )","New","The Solution shall be able to assign different precinct parts for different elections."
"70556","Requirement","Manage System, Manage Jurisdictions & Districts, Manage Precincts : ( F1.666 | High )","New","The Solution shall allow authorized users to update the names of geographical boundaries based on business rules."
"70557","Requirement","Manage System, Manage Jurisdictions & Districts, Manage Precincts : ( F1.667 | High )","New","The Solution shall manage separate concurrent elections by use of versioning of precinct election data by maintaining multiple concurrent precinct data sets."
"70558","Requirement","Manage System, Manage Jurisdictions & Districts, Manage Precincts : ( F1.668 | High )","New","The Solution allows staff to manage jurisdictional contact information."
"70559","Requirement","Manage System, Manage Addresses / Geographic Data, Manage Address : ( F1.672 | High )","New","The Solution shall be able to identify addresses as business address or Postal Mail Boxes addresses to prevent the address being used for registration."
"70560","Requirement","Manage System, Manage Addresses / Geographic Data, Manage Address : ( F1.673 | High )","New","The Solution shall provide the ability for authorized users to enter �homeless�, non-traditional, non-US, or alternative addresses."
"70561","Requirement","Manage System, Manage Addresses / Geographic Data, Manage Address : ( F1.674 | High )","New","The Solution shall provide output of voter mailing data that can be read by postal printing software."
"70562","Requirement","Manage System, Manage Addresses / Geographic Data, Manage Address : ( F1.675 | High )","New","The Solution shall be able to identify residential addresses as a valid address and planned zoned for residences or individual addresses."
"70563","Requirement","Manage System, Manage Addresses / Geographic Data, Manage Address : ( F1.677 | High )","New","The Solution shall allow for the bulk standardization of addresses."
"70564","Requirement","Manage System, Manage Addresses / Geographic Data, Manage Address : ( F1.678 | High )","New","The Solution shall standardize residential and mailing addresses against USPS standards."
"70565","Requirement","Manage System, Manage Addresses / Geographic Data, Manage Address : ( F1.679 | High )","New","The Solution shall provide the capability to import and update addresses validated against certified address standardization software (CASS)."
"70566","Requirement","Manage System, Manage Addresses / Geographic Data, Manage Address : ( F1.680 | High )","New","The Solution shall allow manual precincting of voter address."
"70567","Requirement","Manage System, Manage Addresses / Geographic Data, Manage Address : ( F1.681 | High )","New","The Solution shall allow authorized users to update street alias information."
"70568","Requirement","Manage System, Enable Mass Mailing : ( F1.682 | High )","New","The Solution shall provide the ability to set up an email distribution list, the content of the email,and the date to send each of the type of automated emails."
"70569","Requirement","Manage System, Enable Mass Mailing : ( F1.683 | High )","New","The Solution shall provide the ability for authorized users to update an email template/distribution list."
"70570","Requirement","Manage System, Enable Mass Mailing : ( F1.684 | High )","New","The Solution shall provide the authorized users the ability to make an email message/distribution list inactive."
"70571","Requirement","Manage System, Enable Mass Mailing : ( F1.685 | High )","New","The Solution shall provide the ability for authorized users to view an email message and distribution list status."
"70572","Requirement","Manage System, Enable Mass Mailing : ( F1.686 | High )","New","The Solution shall provide the authorized users the ability to add an email to an active distribution list."
"70573","Requirement","Manage System, Enable Mass Updates : ( F1.687 | High )","New","The Solution shall allow the authorized users to verify the mass update / bulk apply prior to applying the records in the Solution."
"70574","Requirement","Manage System, Enable Mass Updates : ( F1.688 | High )","New","The Solution shall be able to support mass update / bulk apply transactions to multiple records at one time."
"70575","Requirement","Manage System, Enable Mass Updates : ( F1.689 | High )","New","The Solution shall provide authorized users with multiple types of mass updates options, including but not to the following: *Redistricting *ZIP Code Changes *Ballot by Maill application for one election requests *Ballot by Mail ballots returned."
"70576","Requirement","Manage System, Enable Mass Updates : ( F1.690 | High )","New","The Solution shall provide authorized users the capability to enter the date and time of the mass update."
"70577","Requirement","Manage System, Enable Mass Updates : ( F1.691 | High )","New","The Solution shall allow authorized users to verify the mass update, such as previewing the change."
"70578","Requirement","Manage System, Enable Mass Updates : ( F1.692 | High )","New","The Solution shall allow authorized users to undo a mass update that has been done in the Solution."
"70579","Requirement","Manage System, Enable Mass Updates : ( F1.693 | High )","New","The Solution shall display a list of mass updates."
"70580","Requirement","Manage System, Manage Users, Add User : ( F1.694 | High )","New","The Solution shall display and indicate required fields."
"70581","Requirement","Manage System, Manage Users, Add User : ( F1.695 | High )","New","The Solution shall record the account creation date and time."
"70582","Requirement","Manage System, Manage Users, Add User : ( F1.696 | High )","New","The Solution shall allow authorized users to create new users."
"70583","Requirement","Manage System, Manage Users, Manage Access : ( F1.697 | High )","New","The Solution shall be able update authorized users roles and privileges."
"70584","Requirement","Manage System, Manage Users, Manage Access : ( F1.698 | High )","New","The Solution shall allow authorized users to make a user inactive."
"70585","Requirement","Manage System, Manage Users, Manage Access : ( F1.699 | High )","New","The Solution shall allow authorized users to create and manage user roles."
"70586","Requirement","Manage System, Manage Users, Manage Access : ( F1.700 | High )","New","The Solution shall enforce role access based on authorized users security level and configurable business rules."
"70587","Requirement","Manage System, Manage Users, Manage Passwords : ( F1.701 | High )","New","The Solution shall provide ability to manage passwords (e.g., issue temporary passwords, change passwords, passord resets) for user accounts based on buisness rules."
"70588","Requirement","Manage System, Manage Users, Manage Search : ( F1.702 | High )","New","The Solution shall present a list of fields that can be used to search for a user including, but not limited to: *Login Name *Last name *First Name *Title *Location *Email address *Phone number *Employee type *Account status *User role(s) *Account creation date and time.�"
"70589","Requirement","Manage System, Manage Users, Update User : ( F1.703 | High )","New","The Solution shall allow authorized users to view/update user accounts."
"70590","Requirement","Manage System, Manage Users, Update User : ( F1.704 | High )","New","The Solution shall log transactions that involve updates to data and provide access to view these transactions."
"70591","Requirement","Manage System, Manage Users, Update User : ( F1.705 | High )","New","The Solution shall be able to create group of Users (Units)."
"70592","Requirement","Manage System, Manage Users, Update User : ( F1.706 | High )","New","The Solution shall allow authorized users to update user information."
"70593","Requirement","Manage System, Manage Users, Update User : ( F1.707 | High )","New","The Solution shall allow an authorized user to attach security paperwork to the user account."
"70594","Requirement","Manage System, Manage Users, User Login : ( F1.708 | High )","New","The Solution shall provide the ability for a user to login with a username and password."
"70595","Requirement","Manage System, Manage Users, User Reports : ( F1.709 | High )","New","The Solution shall enable authorized users to create custom user reports."
"70596","Requirement","Manage System, Manage Documentation, Document Indexing : ( F1.710 | High )","New","The Solution shall enable scanned documents to be associated with relevant records, including the following processes and document-types:
a. Affidavits
b. Voter records
c. Petitions
d. Signature Images
e. Supportive documentation"
"70597","Requirement","Manage System, Manage Documentation, Document Ingestion : ( F1.712 | High )","New","The Solution shall provide the ability to upload documentation and associate it to the relevant record (e.g., voter registration)."
